1,0.26,0.15,2.5,0.43,0.51,0
0.84105,0.19938,0.15,2.5,0.53201,0.71347,0
0.84105,0.19938,0.13062,2.4955,0.56963,0.71347,0
0.84105,0.19938,0.13062,2.4955,0.57212,0.46991,0
0.84105,0.20772,0.13062,2.6451,0.54496,0.46991,0
0.84105,0.20772,0.13062,2.6451,0.54496,0.53672,0
0.7883,0.20772,0.10236,2.6451,0.54496,0.53672,0
0.7883,0.23064,0.10236,2.7115,0.54496,0.53672,0
0.7883,0.29729,0.11175,2.7115,0.76917,0.71365,0
0.7883,0.29729,0.11175,2.7115,0.72753,0.71365,0
0.7883,0.25731,0.11175,2.7115,0.72753,0.81308,0
0.7883,0.25731,0.11175,2.6199,0.72753,0.95189,0
0.79303,0.24135,0.19523,2.9999,0.72753,0.63823,0
0.79303,0.24135,0.19523,3.0965,0.74901,0.63823,0
0.7431,0.24135,0.19523,2.9072,0.74901,0.84188,0
0.7431,0.23016,0.31927,2.9072,0.74229,0.8856,0
0.7431,0.22464,0.29212,2.9072,0.74284,0.63735,0
0.7431,0.22464,0.29212,2.9072,0.74284,0.63735,0
0.7431,0.22464,0.31353,3.3462,0.81033,0.52304,0
0.7431,0.22464,0.22425,3.3462,0.81684,0.52571,0
0.7431,0.20662,0.14539,3.3462,0.81684,0.52571,0
0.7431,0.20662,0.14539,3.3462,0.81684,0.78534,0
0.77856,0.19854,0.14539,3.3462,0.8066,0.41989,0
0.77856,0.19854,0.14539,2.932,0.8066,0.68275,0
0.77856,0.19854,0.14539,2.932,0.79554,0.70416,0
0.77856,0.19264,0.17332,3.1636,0.79554,0.47786,0
0.77856,0.19264,0.20266,3.1636,0.90996,0.47786,0
0.77856,0.19264,0.17705,3.1636,0.90996,0.47786,0
0.77856,0.19264,0.17705,3.1636,0.74532,0.70063,0
0.77856,0.19264,0.17705,3.1636,0.72261,0.70063,0
0.77856,0.22559,0.17705,3.1636,0.72261,0.79924,0
0.77856,0.22559,0.17705,3.1636,0.73696,0.81885,0
0.77856,0.22559,0.23467,2.9309,0.73005,0.81885,0
0.77856,0.20736,0.16087,2.6259,0.68481,0.55562,0
0.77856,0.21164,0.21402,2.6259,0.63599,0.26728,0
0.77856,0.22529,0.19353,2.6259,0.85109,0.26728,0
0.77856,0.26782,0.19353,2.6259,0.85109,0.57605,0
0.77856,0.24051,0.19353,2.6259,0.8755,0.57605,0
0.77856,0.2329,0.18284,2.6259,0.88341,0.87458,0
0.77856,0.2329,0.18284,3.4121,0.88341,0.87458,0
0.77856,0.2329,0.18284,3.4121,0.87556,0.87458,0
0.77856,0.24306,0.20581,3.4121,0.78306,0.87458,0
0.77856,0.24306,0.20581,3.4121,0.78306,0.87458,0
0.77856,0.24306,0.14224,3.4121,0.78306,0.72379,0
0.77856,0.22586,0.14296,3.4121,0.78306,0.81271,0
0.77856,0.22586,0.090375,3.4902,0.78306,0.75045,0
0.77856,0.21913,0.090375,3.4902,0.90862,0.83986,0
0.77856,0.21913,0.090375,3.5171,0.84044,0.83986,0
