0.12378,0.13644,0.3098,0.16163,0.17479,0.061904,0.0066994,0.024952,0.32267,0.15274,0.24373,0.1104,0.10936,0.029824,0.023206,0.0080614
0.08661,0.18693,0.31245,0.24388,0.11338,0.030412,0.0032082,0.023137,0.26082,0.24274,0.24016,0.12358,0.083147,0.016451,0.016169,0.01693
0.072648,0.15721,0.33878,0.26113,0.11125,0.040396,0.0022346,0.016356,0.20416,0.26197,0.26098,0.17573,0.068844,0.0087122,0.016084,0.0035242
0.065758,0.13137,0.33726,0.30124,0.12026,0.028987,1.0858e-007,0.01513,0.2571,0.2718,0.26626,0.13789,0.038318,0.017958,0.0061555,0.0045245
0.085553,0.1427,0.34171,0.26595,0.10808,0.041226,6.5669e-005,0.01471,0.26314,0.21967,0.25126,0.15987,0.064354,0.010995,0.0077032,0.023002
0.080242,0.14415,0.30109,0.28308,0.11611,0.040518,0.00011235,0.034706,0.21433,0.31461,0.23867,0.14883,0.06312,0.0031316,0.0040427,0.013262
0.083392,0.19498,0.30701,0.23761,0.12911,0.034049,0.0010067,0.012852,0.1855,0.3085,0.20685,0.15488,0.089294,0.031472,0.0057167,0.017786
0.070506,0.15979,0.33322,0.28528,0.080533,0.048058,0.002216,0.020388,0.19005,0.32369,0.25402,0.12342,0.062639,0.030607,0.0060656,0.0095148
0.080278,0.17815,0.33567,0.23636,0.096935,0.062733,2.8337e-006,0.0098776,0.24773,0.26632,0.2643,0.12108,0.053223,0.025557,0.0089981,0.012805
0.086128,0.15286,0.30341,0.2713,0.12436,0.048519,0.0020759,0.011351,0.24536,0.28383,0.25911,0.10378,0.062486,0.042653,0.0023235,0.00045737
0.047663,0.19829,0.31435,0.2764,0.10216,0.053225,0.0012189,0.0066896,0.22603,0.28264,0.22606,0.15206,0.070219,0.038561,0.0015783,0.0028539
0.057983,0.17452,0.32249,0.29428,0.082561,0.045716,2.1365e-005,0.022424,0.20602,0.35009,0.21713,0.094685,0.064618,0.06098,0.0041247,0.0023461
0.04258,0.15927,0.32249,0.33116,0.10608,0.025314,0.00042173,0.012688,0.17682,0.34988,0.26546,0.08067,0.073788,0.050677,0.0011304,0.0015751
0.047578,0.16554,0.3613,0.2557,0.097078,0.052114,0.0048404,0.01584,0.19655,0.32389,0.25529,0.13612,0.045585,0.034018,0.0010935,0.0074489
0.066949,0.17794,0.33286,0.26236,0.09973,0.043503,0.00078229,0.015879,0.23021,0.30825,0.26443,0.12322,0.021109,0.039151,0.0053946,0.0082318
