-1402.5,25.355,17.052,30.179
-1671.1,27.027,15.78,30.204
-1695.6,27.197,15.121,30.503
-1692.7,27.615,21.092,30.613
-1701.5,25.627,18.059,30.578
-1700.8,25.67,16.755,30.418
-1694.1,28.864,16.709,30.099
-1682.2,30.287,16.165,30.094
-1731.7,29.526,20.035,30.182
-1735.7,30.57,17.202,30.502
-1760.3,35.37,17.588,30.502
-1721.5,33.569,19.746,30.346
-1732.3,33.191,19.045,30.505
-1732.9,34.281,16.824,30.566
-1769.5,35.095,17.098,30.986
-1747.6,33.468,19.059,30.986
-1732,35.27,17.486,32.27
-1725.7,37.797,16.91,32.262
-1765.9,36.828,15.632,30.904
-1728.9,39.715,15.198,30.353
-1690.6,40.705,14.284,31.533
-1731.7,42.572,15.23,31.779
-1708.9,43.53,15.152,31.936
-1737.8,43.589,16.145,31.22
-1735.5,42.613,16.083,30.802
-1686.8,46.685,14.931,31.342
-1689.1,44.092,15.188,31.477
-1707.7,46.129,15.301,32.205
-1704.1,47.469,15.543,32.205
-1695.3,48.579,16.775,32.669
-1687.3,49.137,16.641,32.339
-1659.2,51.139,17.29,32.374
-1704,55.171,18.214,32.374
-1701.5,59.552,21.589,32.374
-1701.1,63.164,16.536,32.374
-1711.4,61.629,17.18,32.374
-1740.2,56.49,16.738,32.695
-1734.1,50.089,19.426,32.785
-1759.5,72.206,18.863,31.819
-1708.4,58.982,16.849,30.904
-1725.2,65.757,22.32,30.904
-1715.6,55.303,19.41,31.478
-1740.2,50.607,20.954,33.684
-1699.8,101.25,19.554,31.553
-1733.7,74.945,18.13,31.438
-1714.4,55.554,20.026,32.847
-1716.9,56.309,18.823,32.847
-1744,63.835,17.739,33.271
-1732.6,55.551,23.342,33.271
-1724.4,53.575,16.559,33.344
-1691.9,60.2,20.01,33.304
-1708.4,58.573,17.079,33.326
-1694.3,60.31,17.804,33.216
-1717.6,52.8,17.569,33.898
-1692.9,61.389,17.524,33.668
-1699.7,56.711,18.768,33.856
-1730.1,57.783,18.088,33.706
-1728.7,50.9,18.931,33.706
-1726.5,50.169,21.084,33.799
-1735.6,65.021,18.776,33.633
-1738.4,61.398,20.66,33.633
-1699.3,74.273,17.87,32.982
-1695.3,46.76,17.684,32.527
-1702.1,70.397,17.079,31.361
-1740.1,55.702,16.72,30.585
-1730.1,50.715,17.795,31.182
-1707.8,47.383,18.038,31.189
-1716.3,51.266,17.254,31.189
-1734.2,51.387,19.221,32.713
-1694,45.489,20.728,32.311
-1735.8,58.698,19.592,32.311
-1696.8,63.788,18.47,32.208
-1667.5,55.41,17.316,33.242
-1661.9,54.251,17.272,34.136
-1647.2,47.922,17.042,33.536
-1709.5,48.889,19.871,33.536
-1706.8,41.095,17.526,33.883
-1665.2,39.792,17.212,33.624
-1679.5,44.531,17.824,34.249
-1648.1,46.819,16.498,34.261
-1717.9,50.911,16.5,23.467
-1732.6,45.355,16.368,28.604
-1733.7,58.541,17.568,28.604
-1741.4,53.759,15.98,29.96
-1712,44.554,16.831,31.924
-1724.9,49.546,17.297,34.282
-1719,54.415,17.524,32.054
-1716.2,54.711,18.692,30.585
-1748.4,84.162,18.637,30.839
-1757.5,80.326,18.412,31.691
-1740.5,53.501,17.435,31.528
-1709,125.13,18.007,31.443
-1761.2,184.97,17.393,34.331
-1766.7,91.525,16.87,34.419
-1728.1,81.79,17.323,34.463
-1739.9,81.468,16.467,34.878
-1739.4,100.04,17.336,34.878
-1707.7,81.571,18.375,34.833
-1705.4,77.395,17.648,33.156
-1723.7,64.528,18.286,33.136
-1733.4,64.835,18.848,32.771
-1744.1,143.14,19.956,33.648
-1709.2,69.893,18.102,34.074
-1694.3,87.035,18.646,34.522
-1711,69.768,18.12,34.833
-1711.8,71.741,19.774,34.833
-1749.7,81.916,20.086,34.168
-1697.7,85.066,14.641,32.945
-1696.8,73.864,18.48,30.552
-1656.3,73.015,17.28,33.423
-1674.6,53.983,17.11,31.253
-1689.9,61.131,17.503,33.329
-1669.3,63.294,16.916,34.089
-1687,67.904,20.79,33.599
-1663,61.072,18.315,34.88
-1648,56.668,18.036,33.416
-1676.9,49.729,18.477,33.416
-1694.4,52.178,17.412,34.401
-1697.9,41.164,18.562,33.011
-1701.5,46.302,17.717,32.263
-1713.6,61.794,16.896,32.627
-1709.6,45.376,15.222,32.877
-1711,60.19,16.66,33.328
-1722.8,53.295,15.626,33.343
-1718.4,53.226,16.552,31.907
-1736.8,68.724,18.267,31.721
-1707.5,67.833,17.002,32.916
-1705.4,65.214,18.18,32.916
-1674.5,79.386,19.285,32.916
-1722,74.512,19.937,32.493
-1713.9,63.355,20.276,33.994
-1704.4,62.083,18.974,33.907
-1736.9,85.926,20.021,32.369
-1735.9,112.42,18.209,32.438
-1720.3,104.43,18.849,30.65
-1693.6,101.18,18.531,31.035
-1709.6,115.47,17.844,31.618
-1741.2,150.82,18.508,33.728
-1714.7,95.313,19.554,33.096
-1746.1,66.283,19.222,33.932
-1731.4,72.539,18.403,33.983
-1716.3,49.272,18.665,33.859
-1719.5,55.256,17.784,34.516
-1713.2,57.573,23.212,34.693
-1691.9,56.058,16.543,34.693
-1686.3,76.022,18.433,32.801
-1714.6,70.204,16.289,33.452
-1674.1,62.753,18.368,33.597
-1689.8,65.832,24.029,33.561
-1699.6,51.566,25.129,32.743
-1696.5,57.607,13.474,34.149
-1673.6,82.137,17.603,34.703
-1683.2,68.332,17.256,36.007
-1668.5,52.97,16.969,36.32
-1679.3,50.798,20.138,36.32
-1697.2,55.145,17.5,36.854
-1685,60.466,17.01,37.074
-1695.8,48.675,17.774,36.914
-1724.7,46.744,18.737,35.212
-1717.5,51.063,16.335,34.877
-1708,55.957,16.822,34.72
-1732.3,56.08,18.471,34.589
-1746.2,80.523,20.882,33.792
-1747.9,54.969,18.303,34.315
-1748.3,63.543,22.53,35.365
-1735.5,48.36,17.772,35.792
-1754,45.849,16.805,36.503
-1749.6,49.932,18.14,36.14
-1754.5,48.617,18.679,36.14
-1747.9,47.158,17.975,37.04
-1752.5,51.91,16.922,39.005
-1738.7,54.563,16.792,39.171
-1713,58.458,19.068,39.171
-1715.6,65.909,18.797,38.927
-1723.7,70.41,17.559,37.43
-1732.8,54.715,18.554,37.278
-1720.3,50.365,17.975,37.278
-1738.7,47.936,18.002,43.715
-1692.7,56.162,16.13,40.641
-1715.7,65.64,16.484,41.339
-1693.2,60.699,16.687,41.239
-1690.8,62.078,17.29,41.153
-1739.4,60.796,16.624,41.437
-1688.6,65.845,17.556,36.574
-1702.4,82.039,16.117,36.718
-1682,54.989,17.423,36.555
-1730.2,55.43,17.435,36.555
-1750.3,54.038,17.665,35.926
-1715.9,52.758,17.371,34.16
-1713.7,50.848,20.193,34.831
-1731.9,55.083,19.814,34.486
-1722.3,53.289,20.175,34.582
-1713.8,44.351,18.262,34.004
-1709,45.757,19.092,34.004
-1707.6,56.461,17.079,29.171
-1701.1,44.716,18.65,34.052
-1673.7,43.553,21.565,36.458
-1679.1,44.098,16.977,36.822
-1679.3,41.12,18.824,36.943
-1706.2,40.105,17.803,38.393
-1665.1,43.502,18.616,32.778
-1680.2,49.123,17.632,32.778
-1676.9,44.837,16.254,31.636
-1730.4,49.701,17.92,30.899
-1726.6,43.033,19.657,31.027
-1693.1,47.969,26.102,34.061
-1659,49.074,15.72,34.347
-1678.8,50.142,28.551,30.305
-1644.5,44.005,22,30.305
-1649.1,45.856,21.46,31.17
-1678.7,48.588,17.014,32.11
-1678.4,51.663,17.166,33.145
-1720.8,59.237,18.095,32.567
-1683.1,43.639,20.855,32.567
-1707.8,44.746,18.442,36.216
-1728.7,47.938,17.879,36.407
-1695.8,41.711,18.374,35.307
-1724.9,44.445,16.594,36.112
-1719.6,45.484,20.549,38.432
-1729,46.051,18.279,38.808
-1744.6,46.934,21.074,32.935
-1713.9,44.152,19.474,32.983
-1698.5,48.71,15.749,32.729
-1739,43.455,16.823,34.342
-1720,49.14,17.599,34.695
-1689.8,56.45,19.969,35.899
-1737.9,57.195,16.965,38.657
-1698.1,51.649,16.414,38.657
-1696.6,53.778,20.57,38.597
-1687.2,44.661,17.163,38.092
-1691.8,65.335,21.679,34.377
-1718.8,52.834,17.704,36.621
-1722.5,60.085,25.09,36.748
-1668.5,53.732,19.472,39.09
-1666.4,85.463,21.984,41.674
-1694.6,103.61,22.496,41.674
-1668.6,83.376,23.89,57.511
-1640.6,45.919,17.818,57.511
-1667.1,47.897,19.275,57.065
-1679.5,50.998,16.696,57.05
-1682.3,50.304,18.57,37.772
-1663.4,60.062,17.116,37.673
-1647.4,51.028,16.973,38.568
-1654.3,55.906,17.042,38.434
-1670.6,59.148,16.907,40.797
-1680.8,51.244,14.403,34.078
-1696.4,45.951,13.741,32.859
-1694.1,86.588,15.678,33.396
-1730.4,71.803,17.303,34.687
-1729.5,55.564,16.931,34.466
-1724.3,50.561,17.963,34.466
-1717.1,43.161,17.769,33.859
-1720.4,47.722,18.221,37.979
-1705.8,48.651,18.19,37.852
-1709.7,51.298,17.853,38.844
-1693.4,54.411,18.505,38.182
-1738.1,52.905,18.169,36.566
-1747.4,48.299,18.242,36.566
-1724.1,54.485,20.324,36.794
-1750.6,72.538,20.607,38.268
-1728.2,64.511,17.425,38.219
-1689.3,62.248,18.951,37.945
-1701.1,60.501,18.016,35.584
-1711.4,53.84,18.096,39.667
-1692.5,82.201,16.876,47.29
-1739.6,77.094,16.331,46.804
-1726.2,63.405,17.224,35.634
-1743.1,68.262,17.253,35.634
-1734.4,62.67,19.229,38.36
-1757,54.894,17.424,35.527
-1746.2,64.057,17.784,36.825
-1749.1,79.467,18.117,37.622
