1.01,1.01
0.42896,1.4813
0.42896,1.4813
0.36886,1.4766
0.36886,1.2955
0.36886,1.2396
0.36886,1.1988
0.57076,1.422
0.57076,1.0371
0.54878,0.99289
0.42576,0.99289
0.40353,0.80287
0.66629,0.80287
0.66629,1.0796
0.66629,1.1975
0.53602,1.0379
0.53602,1.0379
0.82928,1.1048
0.82928,1.4924
0.59203,1.4655
0.59203,1.5268
0.8134,1.564
1.0429,1.564
0.63582,1.8717
0.63582,1.8717
0.63582,1.7847
0.8067,1.7229
0.97786,1.6786
1.1356,1.6581
1.1007,1.0189
1.1007,0.9977
1.3811,0.53437
1.3811,0.42877
1.7416,0.42877
1.6803,0.45579
1.3052,0.61239
1.5969,0.59344
1.5026,0.59998
1.0758,0.49734
1.0496,0.39157
0.97742,0.39157
0.97742,0.25557
1.3037,0.30578
1.3738,0.30578
1.2587,0.33388
1.2587,0.59903
1.2587,0.31722
1.357,0.21096
1.5472,0.34072
1.326,0.40056
1.3254,0.51338
1.3254,0.51338
1.3254,0.51338
0.76321,0.54821
0.64514,0.54821
0.53738,0.70994
0.53738,0.69045
0.53738,0.69045
0.53738,0.54012
0.53738,0.61534
0.63385,0.61534
0.61893,0.59986
0.93315,0.59986
1.3185,0.85973
1.294,0.85973
0.76961,1.0358
0.66819,0.99325
0.66819,0.94925
0.40811,0.67925
0.50844,0.7272
0.46873,0.7272
0.49773,0.7272
0.85435,0.95365
0.85435,0.74281
0.68369,1.0834
0.76032,0.59715
0.76032,1.0781
0.86203,0.93565
0.75383,0.93565
0.99945,1.1992
0.57213,1.1266
0.69745,1.1266
0.67708,1.3364
0.75559,1.4107
0.87644,1.1408
0.87644,0.31665
0.77779,0.7855
0.83362,0.62602
0.69425,0.62602
0.69425,0.80389
0.73085,0.75593
0.67703,0.92914
0.80152,0.59497
1.3477,0.32691
1.3477,0.62494
1.2996,0.62494
0.67666,0.88054
0.67666,0.88054
0.67666,0.88815
0.84781,0.79244
0.84781,0.55531
0.84781,0.54525
0.95176,0.65635
0.94882,0.69023
0.94882,0.36116
0.94882,0.36116
1.3121,0.36116
1.5063,0.24207
1.5063,0.7621
1.2513,0.87465
1.2146,0.87465
1.1229,0.70026
1.0834,0.24914
1.0959,0.48207
0.80643,0.50957
0.54034,0.6407
0.66545,0.6407
0.88239,0.27824
0.58005,0.61926
1.0358,0.61926
1.1526,0.82429
1.6929,0.84142
1.3995,0.84142
1.5159,1.108
1.1575,1.0082
1.0287,0.46957
1.0287,0.32802
1.0287,0.36144
1.2615,0.36144
1.1496,0.36144
0.76215,0.36144
0.79436,0.45201
0.54371,0.45201
0.36543,0.45201
0.36543,0.77916
0.766,0.92806
0.65057,0.51861
0.44105,0.67721
0.44105,0.67721
0.43522,0.67721
0.47058,0.85818
0.47058,0.9785
0.47058,0.7437
0.2826,0.7437
0.2826,0.51044
0.27939,0.51044
0.27939,0.41596
0.27939,0.41596
0.37782,0.41596
0.17165,0.63798
0.17165,0.63845
0.89695,1.0271
0.89695,0.5241
0.74254,0.5241
0.81345,0.5241
0.59235,0.52115
1.0814,0.52115
1.0516,0.52115
1.0516,0.52115
1.0516,0.27732
