0.73132,0.11101,0.099728,0.0087946,0.0052889,0.014612,0.0068032,0.00058463,0.0028434,0.019022,0.81237,0.042366,0.064506,0.018126,0.024759,0.012112,0.011099,0.0113,0.0011963,0.0021603
0.80094,0.078137,0.055845,0.0048129,0.019549,0.0093704,0.0076358,0.0038414,0.0050382,0.014828,0.84394,0.025748,0.046284,0.021874,0.020721,0.0088844,0.013022,0.017233,0.00072388,0.0015689
0.79678,0.078907,0.056197,0.013565,0.011145,0.010138,0.01139,0.0018987,0.011026,0.0089551,0.85605,0.024712,0.045651,0.022483,0.022783,0.0041392,0.013683,0.008128,0.00064868,0.0017162
0.82205,0.052663,0.047454,0.010665,0.011866,0.015336,0.011121,0.0027627,0.014233,0.011849,0.88467,0.015182,0.037434,0.010634,0.022207,0.0049436,0.014814,0.0071933,0.00073449,0.0021913
0.85605,0.044366,0.042126,0.011765,0.010593,0.012516,0.008756,0.0010436,0.004545,0.0082439,0.86478,0.020678,0.047946,0.01311,0.018195,0.0072065,0.019715,0.0055671,0.0023776,0.00042749
0.85509,0.033872,0.03996,0.0092757,0.018388,0.018364,0.010041,0.0045672,0.0079588,0.0024823,0.86126,0.020319,0.042305,0.021478,0.019924,0.011553,0.02036,0.0021702,0.0001515,0.00048421
0.87838,0.038084,0.03184,0.0091584,0.004445,0.0086882,0.0085945,0.0052322,0.0074383,0.0081405,0.88949,0.014542,0.035698,0.016565,0.015661,0.010419,0.011825,0.0030355,0.0018541,0.00091163
0.84388,0.032501,0.056023,0.0059587,0.0024522,0.011386,0.021238,0.007443,0.013517,0.005598,0.88465,0.010692,0.037278,0.021492,0.016356,0.014166,0.0098711,0.0016963,0.0010981,0.0027052
0.82215,0.056623,0.055661,0.0056025,0.00062475,0.011744,0.021838,0.0092704,0.016086,0.00039727,0.87277,0.026229,0.030724,0.024031,0.018456,0.014777,0.0073054,0.0013488,0.0028972,0.0014617
0.82855,0.0434,0.071406,0.0074697,0.002494,0.0080143,0.019928,0.0063046,0.009716,0.0027218,0.88609,0.02666,0.033405,0.016927,0.015078,0.010663,0.0060894,0.001798,0.0019882,0.0013021
0.84495,0.034714,0.058364,0.0023488,0.0079651,0.0085479,0.012845,0.01185,0.014233,0.0041858,0.90696,0.020364,0.031433,0.012471,0.0077334,0.0083436,0.0073835,0.0036758,0.0016322,7.7519e-007
0.83698,0.038612,0.070764,0.00048583,0.011912,0.010187,0.0068002,0.018518,0.0052548,0.00048767,0.89418,0.01445,0.037254,0.012641,0.0069859,0.020102,0.0097707,0.0015886,0.0029736,5.516e-005
0.82865,0.027871,0.073912,0.00052472,0.011097,0.014264,0.0056393,0.025447,0.0091487,0.0034492,0.89725,0.016091,0.026797,0.015912,0.00735,0.025831,0.0071975,0.0013074,0.0017596,0.00050716
0.83942,0.026666,0.061692,0.0010669,0.0074582,0.014127,0.0024884,0.025122,0.019917,0.0020429,0.91085,0.016404,0.021618,0.01461,0.010447,0.014642,0.0098249,6.4188e-005,0.0011498,0.00039183
0.80989,0.04462,0.071843,0.0049436,0.0046374,0.0083097,0.0070533,0.034986,0.012555,0.0011615,0.89821,0.021147,0.01868,0.017113,0.012432,0.012339,0.018219,4.7158e-005,0.0017714,4.3827e-005
0.81904,0.030992,0.08615,0.0077473,0.0046655,0.0082691,0.010123,0.02649,0.0030487,0.0034771,0.88606,0.017015,0.025385,0.012819,0.017285,0.022219,0.013652,0.0002857,0.0043882,0.00088956
0.84298,0.036292,0.060592,0.0074484,0.011778,0.0069142,0.012818,0.01652,0.0019656,0.0026953,0.88406,0.01782,0.03467,0.0069181,0.016869,0.034048,0.0034682,0.00047761,0.00062065,0.0010443
0.85727,0.032604,0.061993,0.0058092,0.014095,0.0013769,0.00075473,0.019685,0.0010552,0.0053549,0.88428,0.014289,0.033721,0.011168,0.026595,0.018723,0.0057724,8.1501e-005,0.0029076,0.0024668
0.85161,0.038249,0.061618,0.012546,0.011094,0.004664,0.0011345,0.013114,0.00014787,0.0058241,0.88183,0.0086779,0.028916,0.016878,0.038343,0.01652,0.0045825,0.00049611,0.0021968,0.0015557
0.8658,0.034297,0.041591,0.015171,0.0093569,0.0041633,0.0018897,0.023665,0.00074801,0.0033133,0.89344,0.015154,0.02207,0.015282,0.034199,0.013361,0.0046805,2.8321e-005,0.0010289,0.0007516
0.90038,0.027153,0.020333,0.01847,0.005682,0.0054969,2.6795e-005,0.021107,0.00075096,0.00060014,0.87893,0.013546,0.025308,0.021572,0.036826,0.014247,0.0071639,0.000344,0.00189,0.00017109
0.86637,0.033671,0.013574,0.020631,0.0077485,0.020771,0.0019125,0.026917,0.0029976,0.0054096,0.89363,0.018961,0.025991,0.016117,0.017139,0.020078,0.0062401,0.00018489,0.0016613,8.3809e-008
0.85271,0.039495,0.024598,0.014879,0.010501,0.0098881,0.00034483,0.041885,0.0048581,0.00084573,0.88924,0.026557,0.023821,0.026549,0.0093572,0.018068,0.0048513,0.00021779,0.001339,3.4379e-006
0.84836,0.032704,0.048448,0.0093302,0.01858,0.0068847,0.0042278,0.024743,0.0065538,0.00017032,0.88335,0.03283,0.022507,0.017465,0.014022,0.024365,0.0047967,0.00017538,0.00048435,7.6277e-006
0.85901,0.026029,0.053374,0.017713,0.014771,0.0085427,0.0021799,0.016613,0.0014319,0.00033931,0.8781,0.022847,0.026882,0.025986,0.011118,0.028009,0.0035795,0.0031943,0.00010886,0.00017771
0.87967,0.037587,0.036253,0.0044778,0.013106,0.013247,0.0011216,0.011818,0.002624,9.4288e-005,0.86464,0.016533,0.028708,0.021443,0.026955,0.033793,0.0051118,0.0025867,8.3757e-007,0.00022649
0.86477,0.049878,0.036545,0.00078164,0.011985,0.018652,5.5087e-005,0.0080479,0.0084394,0.00084947,0.89011,0.0084941,0.022065,0.023708,0.018377,0.028226,0.0056826,0.0029011,0.00031791,0.00011278
0.89311,0.019652,0.039001,0.0042875,0.017084,0.0097772,0.00062312,0.0058469,0.010174,0.00044373,0.88477,0.011989,0.022758,0.032897,0.01975,0.024646,0.0011604,0.0018011,1.9478e-005,0.00020426
0.89181,0.026811,0.053565,0.0026344,0.010099,0.0031589,0.001096,0.0024869,0.006802,0.0015329,0.87921,0.011726,0.024245,0.028823,0.023173,0.026435,0.0033778,0.0028711,4.0311e-005,9.5167e-005
0.8955,0.026191,0.041595,0.0020618,0.015824,0.0041996,0.0067144,0.0012723,0.006251,0.00038659,0.87601,0.014806,0.027452,0.022933,0.026589,0.024094,0.0034095,0.0045413,1.6072e-006,0.00016095
0.89813,0.016965,0.045775,0.0019041,0.0080693,0.00048071,0.022184,0.00049169,0.005977,2.3103e-005,0.8686,0.0094782,0.038584,0.028022,0.025783,0.020197,0.004623,0.0040123,0.00037994,0.00031928
0.91518,0.021588,0.033236,0.0044184,0.0017137,0.00011459,0.018901,0.00080726,0.0040432,2.3835e-006,0.86858,0.0094265,0.046997,0.024577,0.016391,0.018191,0.011084,0.0027727,0.0010423,0.00094119
0.89479,0.031505,0.037359,0.0083863,2.9907e-005,0.00070702,0.02436,0.0015182,0.0012883,5.8516e-005,0.88588,0.0081696,0.032304,0.033115,0.021635,0.0048797,0.012919,0.0010271,4.5885e-005,2.547e-005
0.89285,0.045824,0.020494,0.0057248,0.0015546,3.3266e-006,0.029496,0.0014326,0.0026204,3.7069e-006,0.87576,0.015041,0.032683,0.029932,0.022599,0.0090188,0.012998,0.0019014,2.0679e-007,6.4153e-005
0.86393,0.061375,0.029229,0.0090399,0.0018236,2.4334e-008,0.024706,3.1262e-005,0.0091721,0.00069828,0.88453,0.010325,0.040617,0.01955,0.014463,0.018762,0.010998,3.9814e-008,0.00062434,0.00012611
0.90099,0.034332,0.030495,0.002495,0.0029374,0.00022361,0.018012,1.6866e-007,0.0039453,0.0065727,0.89722,0.017626,0.034005,0.012604,0.0082283,0.0192,0.0097311,1.4644e-005,4.1645e-008,0.00137
0.901,0.030363,0.03735,0.0016281,0.0062844,0.0010642,0.016564,1.8764e-007,0.0009379,0.0048037,0.89713,0.022412,0.027002,0.010882,0.0084287,0.022821,0.009977,0.0012603,1.2417e-005,7.0882e-005
0.87735,0.036168,0.046952,0.0052281,0.002377,0.0008293,0.02728,0.00022335,0.00083404,0.0027538,0.88555,0.029103,0.025038,0.024413,0.012578,0.014384,0.0084394,9.5032e-005,0.00027781,0.00012641
0.86287,0.034126,0.060112,0.0067676,0.00085602,2.8351e-005,0.033904,1.304e-006,2.7816e-011,0.0013349,0.8821,0.025821,0.016649,0.024605,0.020071,0.01884,0.011503,0.00036191,3.0564e-005,2.2027e-005
0.90003,0.023382,0.043963,0.00072127,0.0019895,0.0018827,0.024502,0.00027204,6.7544e-005,0.0031877,0.87824,0.023204,0.028797,0.02429,0.012938,0.013468,0.017726,0.0013328,1.6525e-007,2.7559e-006
0.89706,0.023449,0.046376,0.00094158,0.0059901,2.1193e-008,0.024267,9.4591e-008,8.0076e-006,0.0019052,0.87418,0.019392,0.021443,0.029599,0.021168,0.01124,0.016649,0.0055999,0.00025947,0.00047471
0.89134,0.027505,0.050377,0.0041646,0.0051151,1.9177e-006,0.018394,0.0012909,0.00030557,0.0015114,0.88916,0.014991,0.023374,0.026688,0.012986,0.011489,0.017505,0.0037544,3.3462e-005,1.9391e-005
0.88621,0.019062,0.037299,0.016041,0.003604,4.1337e-005,0.033314,9.1561e-005,0.0042991,4.3775e-005,0.89952,0.019351,0.020211,0.016403,0.016214,0.014639,0.010669,0.00256,0.00041475,1.4567e-005
0.87497,0.02487,0.035066,0.014859,0.002893,4.6978e-021,0.038272,3.4327e-007,0.0090656,2.6107e-010,0.89703,0.017835,0.02111,0.016893,0.011,0.014534,0.016616,0.003648,0.0013299,4.751e-007
0.86407,0.046518,0.038135,0.02025,0.001008,2.0095e-007,0.027131,4.8019e-010,0.0028886,4.5936e-007,0.89851,0.023048,0.017978,0.016437,0.013274,0.016836,0.010355,0.002285,0.0012716,3.7551e-007
0.87351,0.051568,0.033343,0.015189,0.002976,0.00017807,0.021782,3.1245e-005,0.0014265,2.3531e-007,0.89339,0.017733,0.029689,0.012447,0.013322,0.021596,0.009253,0.0013922,0.00099548,0.00018333
0.87432,0.061104,0.024343,0.0099602,0.0014634,0.00053877,0.025278,0.00043716,0.0025552,2.2016e-007,0.89971,0.018957,0.022594,0.0098982,0.01312,0.023376,0.010329,4.0095e-005,0.0019172,6.2646e-005
0.86992,0.050724,0.026768,0.0097544,1.0179e-005,1.4677e-005,0.039872,0.00010186,0.0028353,8.7227e-008,0.89525,0.019425,0.027582,0.016343,0.015548,0.01829,0.0057624,1.3434e-005,0.0014803,0.00030814
0.86685,0.051166,0.040179,0.0059923,0.00073947,2.3206e-007,0.031671,0.0003709,0.002734,0.00029244,0.89805,0.014875,0.029918,0.019436,0.019873,0.013067,0.0031312,0.00010231,0.00072061,0.00083048
0.87474,0.044736,0.030839,0.011595,0.0010403,4.3183e-005,0.031688,3.0943e-006,0.0010293,0.0042843,0.89251,0.0061688,0.031983,0.031204,0.019391,0.012955,0.0040275,7.6914e-005,0.00069977,0.00098845
0.8669,0.042462,0.031212,0.027488,0.0014315,4.4899e-005,0.024824,1.2284e-009,2.4569e-005,0.0056154,0.88176,0.008575,0.039812,0.026041,0.022016,0.017719,0.0029304,0.00021149,0.00085963,7.1993e-005
0.87102,0.030124,0.042193,0.025294,0.00025923,0.00022898,0.027836,0.00017857,2.0492e-006,0.0028613,0.88249,0.0082392,0.028486,0.030465,0.019346,0.029726,0.0007975,3.4358e-005,0.00038693,2.3483e-005
0.8708,0.045495,0.034292,0.025335,0.0011909,0.00048786,0.021106,2.0071e-006,0.00013731,0.0011555,0.89391,0.010421,0.025658,0.023193,0.023707,0.02194,0.00076116,0.00020641,4.5873e-007,0.00020267
