15,9,1,36,36,2,13,7,2,87,47,10
11,14,1,41,35,4,11,12,4,71,42,3
19,10,3,34,38,4,16,9,0,83,51,6
14,10,1,39,56,6,7,12,0,81,35,6
17,8,2,60,44,3,12,15,1,84,50,4
20,7,2,40,53,3,13,23,1,92,53,3
25,10,2,46,47,3,7,10,3,65,50,7
23,10,1,53,50,7,12,16,2,72,58,6
12,11,2,53,39,4,10,15,2,80,58,6
13,7,2,46,53,4,12,18,3,76,58,7
14,7,3,48,50,3,17,19,1,74,51,3
18,7,4,43,47,0,7,11,1,79,53,3
16,13,0,42,32,1,11,12,3,84,42,3
11,9,0,56,32,2,15,4,1,86,43,3
14,4,1,41,35,4,18,14,0,81,45,4
10,10,2,36,42,4,15,16,1,77,48,3
8,8,1,49,46,5,15,7,1,81,47,6
7,7,4,51,30,3,12,12,0,96,42,4
14,11,1,37,34,6,17,13,0,82,38,8
9,11,1,42,38,5,9,15,0,70,40,13
14,13,0,30,41,5,12,19,1,86,56,7
7,11,0,43,42,2,11,12,1,86,51,5
15,11,0,47,46,2,15,10,3,76,52,6
20,8,2,50,46,4,9,15,1,66,45,3
11,8,1,35,49,1,13,11,1,80,51,11
10,6,1,37,48,3,11,16,0,101,60,9
14,12,0,52,49,3,10,15,0,87,51,5
11,10,0,43,37,3,9,10,1,61,72,7
14,15,1,44,32,6,13,8,2,68,55,9
11,9,1,52,36,6,10,6,2,72,57,8
19,8,1,46,47,4,18,17,1,74,55,8
13,7,1,47,39,3,18,16,1,86,64,14
13,6,1,49,36,6,9,17,3,93,51,7
19,5,0,40,43,6,21,10,0,96,49,13
19,14,0,43,43,4,23,20,3,95,48,16
10,11,1,50,33,2,12,12,2,92,47,6
16,6,0,44,48,4,16,6,3,78,54,12
16,8,1,46,31,2,11,20,1,91,52,7
18,14,0,49,31,8,12,11,1,90,41,7
12,11,0,40,33,3,11,8,3,100,46,7
10,18,0,52,50,7,16,16,0,86,56,7
16,13,0,42,50,7,18,17,1,81,47,4
19,13,1,44,43,2,10,17,0,74,45,6
8,14,4,55,32,1,21,14,1,95,47,3
16,6,0,43,38,8,19,11,0,83,53,4
16,15,1,49,32,2,18,10,2,90,53,6
15,11,1,55,46,3,13,13,0,81,55,2
11,9,0,42,41,9,15,13,1,89,56,9
10,13,2,47,45,7,12,14,0,84,34,11
17,7,1,40,39,2,14,10,0,88,53,5
18,11,2,43,28,3,12,11,0,82,49,6
19,11,3,51,37,3,14,13,1,74,44,5
20,13,0,45,29,5,13,12,0,79,56,8
22,14,4,38,38,4,16,16,2,70,60,8
13,11,2,31,36,4,8,14,1,67,61,5
17,10,2,41,51,7,10,13,0,78,62,6
20,9,2,43,30,0,11,13,1,85,43,2
19,5,2,34,35,2,11,12,0,62,42,8
15,7,3,41,33,3,13,9,2,77,41,3
18,8,2,47,30,3,12,13,1,88,37,11
18,5,4,48,37,4,9,10,2,106,44,5
16,14,1,62,43,2,15,12,2,98,29,6
16,12,2,45,36,8,14,9,1,79,39,5
17,9,2,38,35,4,7,16,0,87,48,6
15,9,2,33,29,6,18,5,2,79,39,18
18,12,2,52,48,2,11,8,7,81,48,13
13,8,1,42,32,6,13,9,5,87,42,8
17,16,0,44,44,5,17,10,3,88,36,9
19,10,0,55,39,7,9,23,0,85,41,6
14,11,1,42,43,6,17,22,1,88,50,1
12,13,2,51,36,2,13,11,1,97,50,4
12,6,1,52,30,8,20,12,1,92,43,4
8,4,0,43,42,2,15,13,0,69,57,9
11,7,1,46,42,2,15,14,1,83,41,6
11,6,0,41,43,5,11,11,1,82,53,11
15,9,1,41,31,5,17,5,1,74,33,6
22,10,1,40,25,4,12,11,1,71,40,1
8,11,8,47,24,3,12,10,2,86,37,6
13,15,2,35,29,4,16,14,1,79,36,7
10,9,0,40,33,3,15,13,2,101,40,9
11,9,3,38,33,1,11,7,0,96,32,4
13,8,1,55,37,5,7,8,0,81,52,2
10,12,1,46,39,6,15,10,4,87,51,3
11,15,1,41,31,0,15,14,0,80,40,9
17,10,1,47,36,2,4,16,2,80,48,6
22,4,1,40,43,3,13,8,5,97,41,10
13,12,2,42,39,3,14,12,0,87,48,8
13,15,1,48,31,7,17,13,2,97,34,5
16,13,1,50,31,5,14,10,0,93,38,8
14,13,1,43,34,4,16,11,1,84,48,10
15,14,0,57,39,4,17,12,1,67,39,8
9,10,1,43,37,6,7,13,2,88,51,6
13,15,2,48,26,1,18,10,0,80,33,8
15,17,0,43,35,3,13,14,0,86,40,5
9,3,0,50,39,2,17,12,1,83,67,4
18,4,0,40,44,4,15,17,1,90,60,10
13,13,3,50,44,6,15,13,3,97,62,2
17,9,0,38,40,1,9,14,0,82,53,10
19,9,1,45,38,3,16,9,1,98,52,4
14,9,0,34,34,8,16,5,2,89,41,4
14,14,2,35,43,4,10,10,1,90,47,5
13,5,1,37,41,2,16,17,1,74,55,6
8,10,3,48,44,1,11,11,0,81,47,7
14,10,2,42,56,5,10,16,2,80,64,1
13,13,3,39,51,3,14,7,2,90,43,5
17,9,0,43,37,1,10,12,1,92,40,2
20,10,1,35,38,1,14,19,0,72,54,5
18,9,2,43,33,1,19,8,1,80,58,3
16,10,1,48,36,5,13,11,1,86,52,11
11,6,0,48,42,1,8,12,2,95,52,7
7,10,0,46,50,0,7,13,0,85,64,6
13,17,1,36,41,3,18,12,3,72,52,11
15,11,3,45,43,6,11,4,0,84,48,4
11,7,2,48,52,1,7,19,0,72,69,9
9,8,0,53,43,2,10,12,2,84,52,8
11,6,0,45,38,2,15,22,0,73,49,9
15,11,1,45,36,5,10,13,1,57,54,7
16,14,0,36,46,2,16,12,4,65,64,5
13,4,2,45,42,6,11,12,2,77,59,9
15,14,1,38,57,4,11,15,1,75,56,10
15,11,1,46,45,7,12,10,1,72,47,6
16,10,1,45,31,11,19,5,2,88,39,13
14,11,2,48,41,4,8,12,0,75,42,9
16,8,1,39,34,4,10,11,0,88,53,6
14,10,0,42,38,7,17,11,1,72,56,6
20,8,1,37,35,2,10,10,3,71,52,6
12,8,2,55,22,3,12,13,3,86,49,8
9,15,0,43,29,3,11,9,1,73,53,15
18,15,2,53,36,4,9,11,2,82,51,8
16,9,0,51,43,6,13,7,2,94,44,11
8,13,1,41,36,3,14,12,1,83,42,7
11,17,0,49,31,4,11,7,1,81,30,14
16,14,0,41,38,5,12,12,2,89,55,5
8,25,2,49,41,1,19,11,0,81,41,5
14,12,1,40,34,2,22,16,2,82,36,4
14,12,0,35,36,4,17,12,3,107,37,7
15,13,1,45,28,2,13,11,0,99,35,3
10,12,1,48,39,5,23,13,0,99,48,3
10,14,2,62,32,2,15,8,4,85,45,4
11,9,1,54,41,2,14,13,1,95,61,4
12,11,0,59,37,10,12,14,1,102,52,5
12,7,0,44,32,5,11,12,7,83,37,8
17,13,0,54,41,2,10,13,3,104,41,10
13,15,0,47,28,4,5,9,2,99,48,5
16,10,1,47,37,5,14,18,1,92,50,8
12,13,1,43,42,3,10,15,0,83,40,8
17,9,2,46,44,6,16,13,3,97,44,6
19,12,0,47,38,4,19,7,1,74,56,10
15,13,0,51,36,6,12,7,2,85,45,6
13,15,0,41,44,5,7,12,1,80,54,8
15,10,0,38,46,4,8,14,1,75,54,8
15,8,2,36,46,1,19,20,1,89,65,10
18,10,1,36,40,6,16,16,4,84,63,12
14,12,1,48,37,7,10,18,4,85,57,3
13,11,0,47,34,3,8,14,2,80,46,8
15,12,2,38,37,1,16,8,4,84,46,4
18,12,3,35,37,2,11,16,1,70,48,3
19,15,1,46,42,5,9,11,0,84,56,8
9,9,1,42,33,5,7,7,2,93,35,4
18,8,2,54,43,6,14,6,2,93,45,5
17,12,4,38,36,4,13,10,1,81,27,8
13,14,2,35,32,3,23,15,2,75,38,9
15,9,1,42,27,4,10,10,1,75,54,7
13,10,0,41,30,6,13,11,2,80,48,10
10,11,5,51,43,6,7,11,0,77,33,9
16,10,3,52,39,12,10,16,2,81,57,16
14,15,1,32,31,4,15,14,4,76,51,8
25,13,0,41,33,8,8,14,5,65,56,15
14,12,2,40,36,7,13,10,1,67,48,15
11,8,0,44,45,7,18,11,1,85,59,12
21,11,1,49,34,1,7,7,3,70,54,4
18,13,1,44,29,0,11,13,0,78,55,4
13,15,0,45,40,1,9,7,2,84,57,0
15,13,0,38,35,4,16,12,2,71,66,4
9,11,0,43,28,3,20,19,2,81,51,11
16,17,3,45,30,6,10,14,3,72,51,7
18,10,1,34,49,1,12,4,1,82,52,11
19,10,1,33,36,2,15,11,3,87,50,6
24,16,1,38,41,2,15,14,2,78,39,5
9,8,2,49,32,6,11,13,1,85,57,4
10,7,1,38,43,1,9,12,2,77,57,5
12,13,1,42,46,4,14,14,4,72,45,11
18,14,0,45,24,6,17,13,4,79,57,11
16,4,1,51,46,6,4,15,1,97,52,11
19,10,0,48,42,5,9,6,1,69,48,10
15,10,0,46,35,3,12,8,0,90,38,10
18,9,0,46,43,5,11,11,2,91,33,6
21,11,1,31,37,5,6,13,1,70,44,10
